"file","action","title","category","renderedChars","renderedWords","steps","sources","uniqueSourceHosts","issues"
"network-dns-resolver-update-failed.mdx","keep","DNS Resolver: ошибка обновления","Сеть","3992","511","6","4","4",""
"network-dns-resolver-wont-start.mdx","keep","DNS Resolver: не запускается","Сеть","3947","509","6","4","4",""
"network-dns-rezolver-access-denied.mdx","keep","DNS резолвер: показывает отказ в доступе","Сеть","4070","536","6","3","3",""
"network-dns-rezolver-crash-on-open.mdx","keep","DNS резолвер: падает при открытии файла или проекта","Сеть","4066","535","6","3","3",""
"network-dns-rezolver-does-not-start.mdx","keep","DNS резолвер: не запускается после обновления","Сеть","4041","532","6","3","3",""
"network-dns-rezolver-settings-reset.mdx","keep","DNS резолвер: сбрасывает настройки после перезапуска","Сеть","4072","531","6","3","3",""
"network-dns-rezolver-slow-response.mdx","keep","DNS резолвер: работает заметно медленнее обычного","Сеть","4086","535","6","3","3",""
"network-dns-rezolver-update-loop.mdx","keep","DNS резолвер: застревает в цикле обновления","Сеть","4084","537","6","3","3",""
"network-domashnyaya-set-access-denied.mdx","keep","домашняя сеть: показывает отказ в доступе","Сеть","4075","536","6","3","3",""
"network-domashnyaya-set-crash-on-open.mdx","keep","домашняя сеть: падает при открытии файла или проекта","Сеть","4071","535","6","3","3",""
"network-domashnyaya-set-does-not-start.mdx","keep","домашняя сеть: не запускается после обновления","Сеть","4046","532","6","3","3",""
"network-domashnyaya-set-settings-reset.mdx","keep","домашняя сеть: сбрасывает настройки после перезапуска","Сеть","4077","531","6","3","3",""
"network-domashnyaya-set-slow-response.mdx","keep","домашняя сеть: работает заметно медленнее обычного","Сеть","4091","535","6","3","3",""
"network-domashnyaya-set-update-loop.mdx","keep","домашняя сеть: застревает в цикле обновления","Сеть","4089","537","6","3","3",""
"network-ethernet-podklyuchenie-access-denied.mdx","keep","Ethernet подключение: показывает отказ в доступе","Сеть","4110","536","6","3","3",""
"network-ethernet-podklyuchenie-crash-on-open.mdx","keep","Ethernet подключение: падает при открытии файла или проекта","Сеть","4106","535","6","3","3",""
"network-ethernet-podklyuchenie-does-not-start.mdx","keep","Ethernet подключение: не запускается после обновления","Сеть","4081","532","6","3","3",""
"network-ethernet-podklyuchenie-settings-reset.mdx","keep","Ethernet подключение: сбрасывает настройки после перезапуска","Сеть","4112","531","6","3","3",""
"network-ethernet-podklyuchenie-slow-response.mdx","keep","Ethernet подключение: работает заметно медленнее обычного","Сеть","4126","535","6","3","3",""
"network-ethernet-podklyuchenie-update-loop.mdx","keep","Ethernet подключение: застревает в цикле обновления","Сеть","4124","537","6","3","3",""
"network-gostevaya-set-access-denied.mdx","keep","гостевая сеть: показывает отказ в доступе","Сеть","4075","536","6","3","3",""
"network-gostevaya-set-crash-on-open.mdx","keep","гостевая сеть: падает при открытии файла или проекта","Сеть","4071","535","6","3","3",""
"network-gostevaya-set-does-not-start.mdx","keep","гостевая сеть: не запускается после обновления","Сеть","4046","532","6","3","3",""
"network-gostevaya-set-settings-reset.mdx","keep","гостевая сеть: сбрасывает настройки после перезапуска","Сеть","4077","531","6","3","3",""
"network-gostevaya-set-slow-response.mdx","keep","гостевая сеть: работает заметно медленнее обычного","Сеть","4091","535","6","3","3",""
"network-ip-kamera-access-denied.mdx","keep","IP камера: показывает отказ в доступе","Сеть","4055","536","6","3","3",""
"network-ip-kamera-crash-on-open.mdx","keep","IP камера: падает при открытии файла или проекта","Сеть","4051","535","6","3","3",""
"network-ip-kamera-does-not-start.mdx","keep","IP камера: не запускается после обновления","Сеть","4026","532","6","3","3",""
"network-ip-kamera-settings-reset.mdx","keep","IP камера: сбрасывает настройки после перезапуска","Сеть","4057","531","6","3","3",""
"network-ip-kamera-slow-response.mdx","keep","IP камера: работает заметно медленнее обычного","Сеть","4071","535","6","3","3",""
"network-mesh-wi-fi-access-denied.mdx","keep","mesh Wi-Fi: показывает отказ в доступе","Сеть","4060","536","6","3","3",""
"network-mesh-wi-fi-crash-on-open.mdx","keep","mesh Wi-Fi: падает при открытии файла или проекта","Сеть","4056","535","6","3","3",""
"network-mesh-wi-fi-does-not-start.mdx","keep","mesh Wi-Fi: не запускается после обновления","Сеть","4031","532","6","3","3",""
"network-mesh-wi-fi-settings-reset.mdx","keep","mesh Wi-Fi: сбрасывает настройки после перезапуска","Сеть","4062","531","6","3","3",""
"network-mesh-wi-fi-slow-response.mdx","keep","mesh Wi-Fi: работает заметно медленнее обычного","Сеть","4076","535","6","3","3",""
"network-mesh-wi-fi-update-loop.mdx","keep","mesh Wi-Fi: застревает в цикле обновления","Сеть","4074","537","6","3","3",""
"network-nas-v-seti-access-denied.mdx","keep","NAS в сети: показывает отказ в доступе","Сеть","4060","541","6","3","3",""
"network-nas-v-seti-crash-on-open.mdx","keep","NAS в сети: падает при открытии файла или проекта","Сеть","4056","540","6","3","3",""
"network-nas-v-seti-does-not-start.mdx","keep","NAS в сети: не запускается после обновления","Сеть","4031","537","6","3","3",""
"network-nas-v-seti-settings-reset.mdx","keep","NAS в сети: сбрасывает настройки после перезапуска","Сеть","4062","536","6","3","3",""
"network-nas-v-seti-slow-response.mdx","keep","NAS в сети: работает заметно медленнее обычного","Сеть","4076","540","6","3","3",""
"network-openvpn-crashes-after-update.mdx","keep","OpenVPN: вылетает после обновления","Сеть","3992","507","6","4","4",""
"network-openvpn-permission-denied.mdx","keep","OpenVPN: отказано в доступе","Сеть","3975","507","6","4","4",""
"network-openvpn-sync-failed.mdx","keep","OpenVPN: не синхронизируется","Сеть","3928","506","6","4","4",""
"network-openvpn-wont-start.mdx","keep","OpenVPN: не запускается","Сеть","3912","502","6","4","4",""
"network-port-forwarding-access-denied.mdx","keep","порт forwarding: показывает отказ в доступе","Сеть","4085","536","6","3","3",""
"network-port-forwarding-crash-on-open.mdx","keep","порт forwarding: падает при открытии файла или проекта","Сеть","4081","535","6","3","3",""
"network-port-forwarding-does-not-start.mdx","keep","порт forwarding: не запускается после обновления","Сеть","4056","532","6","3","3",""
"network-port-forwarding-settings-reset.mdx","keep","порт forwarding: сбрасывает настройки после перезапуска","Сеть","4087","531","6","3","3",""
"network-port-forwarding-slow-response.mdx","keep","порт forwarding: работает заметно медленнее обычного","Сеть","4101","535","6","3","3",""
"network-port-forwarding-update-loop.mdx","keep","порт forwarding: застревает в цикле обновления","Сеть","4099","537","6","3","3",""
"network-setevoy-printer-access-denied.mdx","keep","сетевой принтер: показывает отказ в доступе","Сеть","4085","536","6","3","3",""
"network-setevoy-printer-crash-on-open.mdx","keep","сетевой принтер: падает при открытии файла или проекта","Сеть","4081","535","6","3","3",""
"network-setevoy-printer-does-not-start.mdx","keep","сетевой принтер: не запускается после обновления","Сеть","4056","532","6","3","3",""
"network-setevoy-printer-settings-reset.mdx","keep","сетевой принтер: сбрасывает настройки после перезапуска","Сеть","4087","531","6","3","3",""
"network-setevoy-printer-slow-response.mdx","keep","сетевой принтер: работает заметно медленнее обычного","Сеть","4101","535","6","3","3",""
"network-vpn-tunnel-access-denied.mdx","keep","VPN туннель: показывает отказ в доступе","Сеть","4065","536","6","3","3",""
"network-vpn-tunnel-crash-on-open.mdx","keep","VPN туннель: падает при открытии файла или проекта","Сеть","4061","535","6","3","3",""
"network-vpn-tunnel-does-not-start.mdx","keep","VPN туннель: не запускается после обновления","Сеть","4036","532","6","3","3",""
"network-vpn-tunnel-settings-reset.mdx","keep","VPN туннель: сбрасывает настройки после перезапуска","Сеть","4067","531","6","3","3",""
"network-vpn-tunnel-slow-response.mdx","keep","VPN туннель: работает заметно медленнее обычного","Сеть","4081","535","6","3","3",""
"network-vpn-tunnel-update-loop.mdx","keep","VPN туннель: застревает в цикле обновления","Сеть","4079","537","6","3","3",""
"network-wi-fi-router-access-denied.mdx","keep","Wi-Fi роутер: показывает отказ в доступе","Сеть","4070","536","6","3","3",""
"network-wi-fi-router-crash-on-open.mdx","keep","Wi-Fi роутер: падает при открытии файла или проекта","Сеть","4066","535","6","3","3",""
"network-wi-fi-router-does-not-start.mdx","keep","Wi-Fi роутер: не запускается после обновления","Сеть","4041","532","6","3","3",""
"network-wi-fi-router-settings-reset.mdx","keep","Wi-Fi роутер: сбрасывает настройки после перезапуска","Сеть","4072","531","6","3","3",""
"network-wi-fi-router-slow-response.mdx","keep","Wi-Fi роутер: работает заметно медленнее обычного","Сеть","4086","535","6","3","3",""
"network-wi-fi-router-update-loop.mdx","keep","Wi-Fi роутер: застревает в цикле обновления","Сеть","4084","537","6","3","3",""
"nfs-mount-failed-linux.mdx","keep","NFS mount failed: как исправить ошибку монтирования NFS в Linux","Linux","3850","505","6","4","4",""
"npm-eacces-permission-fix.mdx","keep","npm ERR! EACCES: как исправить ошибку доступа при установке пакетов","Программирование","3842","504","6","4","2",""
"npm-enoent-package-json.mdx","keep","npm ERR! enoent: нет package.json в текущей папке","Веб-разработка","6130","836","6","3","2",""
"nvidia-gpu-ne-opredelyaetsya-drayver.mdx","keep","NVIDIA GPU: не определяется драйвер — как исправить","Оборудование","3952","500","6","4","4",""
"nvidia-gpu-nizkaya-proizvoditelnost.mdx","keep","NVIDIA GPU: низкая производительность — как исправить","Оборудование","3963","497","6","4","4",""
"nvidia-gpu-oshibka-ustroystva.mdx","keep","NVIDIA GPU: ошибка устройства — как исправить","Оборудование","3946","499","6","4","4",""
"nvidia-gpu-otvalivaetsya-posle-sna.mdx","keep","NVIDIA GPU: отваливается после сна — как исправить","Оборудование","3951","500","6","4","4",""
"oborudovanie-nvidia-fps-drop-after-driver-update-ustranenie-nizkogo-fps-posle-obnovleniya-draive.mdx","keep","Устранение низкого FPS после обновления драйверов NVIDIA","Оборудование","5381","674","6","4","4",""
"oborudovanie-opengl-low-fps-after-update-fps-prosel-posle-obnovleniya-razbiraemsya-s-opengl-i-vo.mdx","keep","FPS просел после обновления? Разбираемся с OpenGL и возвращаем кадры!","Оборудование","4696","592","6","4","2",""
"oborudovanie-opengl-outofvideomemory-kak-reshit-problemu-opengl-ne-hvataet-videopamyati.mdx","keep","Как решить проблему «OpenGL: не хватает видеопамяти»","Оборудование","4020","506","6","3","3",""
"office-excel-kniga-access-denied.mdx","keep","Excel книга: показывает отказ в доступе","Офисные программы","4119","537","6","3","2",""
"office-excel-kniga-crash-on-open.mdx","keep","Excel книга: падает при открытии файла или проекта","Офисные программы","4115","536","6","3","2",""
"office-excel-kniga-does-not-start.mdx","keep","Excel книга: не запускается после обновления","Офисные программы","4090","533","6","3","2",""
"office-excel-kniga-settings-reset.mdx","keep","Excel книга: сбрасывает настройки после перезапуска","Офисные программы","4121","532","6","3","2",""
"office-excel-kniga-slow-response.mdx","keep","Excel книга: работает заметно медленнее обычного","Офисные программы","4135","536","6","3","2",""
"office-excel-kniga-update-loop.mdx","keep","Excel книга: застревает в цикле обновления","Офисные программы","4133","538","6","3","2",""
"office-google-docs-fayl-access-denied.mdx","keep","Google Docs файл: показывает отказ в доступе","Офисные программы","4144","542","6","3","2",""
"office-google-docs-fayl-crash-on-open.mdx","keep","Google Docs файл: падает при открытии файла или проекта","Офисные программы","4140","541","6","3","2",""
"office-google-docs-fayl-does-not-start.mdx","keep","Google Docs файл: не запускается после обновления","Офисные программы","4115","538","6","3","2",""
"office-google-docs-fayl-settings-reset.mdx","keep","Google Docs файл: сбрасывает настройки после перезапуска","Офисные программы","4146","537","6","3","2",""
"office-google-docs-fayl-slow-response.mdx","keep","Google Docs файл: работает заметно медленнее обычного","Офисные программы","4160","541","6","3","2",""
"office-google-docs-fayl-update-loop.mdx","keep","Google Docs файл: застревает в цикле обновления","Офисные программы","4158","543","6","3","2",""
"office-makros-excel-access-denied.mdx","keep","макрос Excel: показывает отказ в доступе","Офисные программы","4124","537","6","3","2",""
"office-makros-excel-crash-on-open.mdx","keep","макрос Excel: падает при открытии файла или проекта","Офисные программы","4120","536","6","3","2",""
"office-makros-excel-does-not-start.mdx","keep","макрос Excel: не запускается после обновления","Офисные программы","4095","533","6","3","2",""
"office-makros-excel-settings-reset.mdx","keep","макрос Excel: сбрасывает настройки после перезапуска","Офисные программы","4126","532","6","3","2",""
"office-makros-excel-slow-response.mdx","keep","макрос Excel: работает заметно медленнее обычного","Офисные программы","4140","536","6","3","2",""
"office-makros-excel-update-loop.mdx","keep","макрос Excel: застревает в цикле обновления","Офисные программы","4138","538","6","3","2",""
"office-microsoft-365-vhod-access-denied.mdx","keep","Microsoft 365 вход: показывает отказ в доступе","Офисные программы","4154","542","6","3","2",""
"office-microsoft-365-vhod-crash-on-open.mdx","keep","Microsoft 365 вход: падает при открытии файла или проекта","Офисные программы","4150","541","6","3","2",""
"office-microsoft-365-vhod-does-not-start.mdx","keep","Microsoft 365 вход: не запускается после обновления","Офисные программы","4125","538","6","3","2",""
"office-microsoft-365-vhod-settings-reset.mdx","keep","Microsoft 365 вход: сбрасывает настройки после перезапуска","Офисные программы","4156","537","6","3","2",""
"office-microsoft-365-vhod-slow-response.mdx","keep","Microsoft 365 вход: работает заметно медленнее обычного","Офисные программы","4170","541","6","3","2",""
"office-microsoft-excel-config-error.mdx","keep","Microsoft Excel: ошибка конфигурации","Офисные программы","4067","514","6","4","2",""
"office-microsoft-excel-crashes-after-update.mdx","keep","Microsoft Excel: вылетает после обновления","Офисные программы","4050","511","6","4","2",""
"office-microsoft-excel-high-cpu.mdx","keep","Microsoft Excel: нагружает процессор","Офисные программы","4102","521","6","4","2",""
"office-microsoft-excel-network-timeout.mdx","keep","Microsoft Excel: ошибка подключения или тайм-аут","Офисные программы","3961","502","6","4","2",""
"office-microsoft-excel-permission-denied.mdx","keep","Microsoft Excel: отказано в доступе","Офисные программы","4033","511","6","4","2",""
"office-microsoft-excel-sync-failed.mdx","keep","Microsoft Excel: не синхронизируется","Офисные программы","3986","510","6","4","2",""
"office-microsoft-excel-update-failed.mdx","keep","Microsoft Excel: ошибка обновления","Офисные программы","4015","508","6","4","2",""
"office-microsoft-excel-wont-start.mdx","keep","Microsoft Excel: не запускается","Офисные программы","3970","506","6","4","2",""
"office-microsoft-word-config-error.mdx","keep","Microsoft Word: ошибка конфигурации","Офисные программы","4060","514","6","4","2",""
"office-microsoft-word-crashes-after-update.mdx","keep","Microsoft Word: вылетает после обновления","Офисные программы","4043","511","6","4","2",""
"office-microsoft-word-dokument-access-denied.mdx","keep","Microsoft Word документ: показывает отказ в доступе","Офисные программы","4179","542","6","3","2",""
"office-microsoft-word-dokument-crash-on-open.mdx","keep","Microsoft Word документ: падает при открытии файла или проекта","Офисные программы","4175","541","6","3","2",""
"office-microsoft-word-dokument-does-not-start.mdx","keep","Microsoft Word документ: не запускается после обновления","Офисные программы","4150","538","6","3","2",""
"office-microsoft-word-dokument-settings-reset.mdx","keep","Microsoft Word документ: сбрасывает настройки после перезапуска","Офисные программы","4181","537","6","3","2",""
"office-microsoft-word-dokument-slow-response.mdx","keep","Microsoft Word документ: работает заметно медленнее обычного","Офисные программы","4195","541","6","3","2",""
"office-microsoft-word-dokument-update-loop.mdx","keep","Microsoft Word документ: застревает в цикле обновления","Офисные программы","4193","543","6","3","2",""
"office-microsoft-word-high-cpu.mdx","keep","Microsoft Word: нагружает процессор","Офисные программы","4095","521","6","4","2",""
"office-microsoft-word-network-timeout.mdx","keep","Microsoft Word: ошибка подключения или тайм-аут","Офисные программы","3954","502","6","4","2",""
"office-microsoft-word-permission-denied.mdx","keep","Microsoft Word: отказано в доступе","Офисные программы","4026","511","6","4","2",""
"office-microsoft-word-sync-failed.mdx","keep","Microsoft Word: не синхронизируется","Офисные программы","3979","510","6","4","2",""
"office-microsoft-word-update-failed.mdx","keep","Microsoft Word: ошибка обновления","Офисные программы","4008","508","6","4","2",""
"office-microsoft-word-wont-start.mdx","keep","Microsoft Word: не запускается","Офисные программы","3963","506","6","4","2",""
"office-obschiy-dokument-access-denied.mdx","keep","общий документ: показывает отказ в доступе","Офисные программы","4134","537","6","3","2",""
"office-obschiy-dokument-crash-on-open.mdx","keep","общий документ: падает при открытии файла или проекта","Офисные программы","4130","536","6","3","2",""
"office-obschiy-dokument-does-not-start.mdx","keep","общий документ: не запускается после обновления","Офисные программы","4105","533","6","3","2",""
"office-obschiy-dokument-settings-reset.mdx","keep","общий документ: сбрасывает настройки после перезапуска","Офисные программы","4136","532","6","3","2",""
"office-obschiy-dokument-slow-response.mdx","keep","общий документ: работает заметно медленнее обычного","Офисные программы","4150","536","6","3","2",""
"office-onedrive-sinhronizaciya-access-denied.mdx","keep","OneDrive синхронизация: показывает отказ в доступе","Офисные программы","4174","537","6","3","2",""
"office-onedrive-sinhronizaciya-crash-on-open.mdx","keep","OneDrive синхронизация: падает при открытии файла или проекта","Офисные программы","4170","536","6","3","2",""
"office-onedrive-sinhronizaciya-does-not-start.mdx","keep","OneDrive синхронизация: не запускается после обновления","Офисные программы","4145","533","6","3","2",""
"office-onedrive-sinhronizaciya-settings-reset.mdx","keep","OneDrive синхронизация: сбрасывает настройки после перезапуска","Офисные программы","4176","532","6","3","2",""
"office-onedrive-sinhronizaciya-slow-response.mdx","keep","OneDrive синхронизация: работает заметно медленнее обычного","Офисные программы","4190","536","6","3","2",""
"office-onedrive-sinhronizaciya-update-loop.mdx","keep","OneDrive синхронизация: застревает в цикле обновления","Офисные программы","4188","538","6","3","2",""
"office-outlook-profil-access-denied.mdx","keep","Outlook профиль: показывает отказ в доступе","Офисные программы","4139","537","6","3","2",""
"office-outlook-profil-crash-on-open.mdx","keep","Outlook профиль: падает при открытии файла или проекта","Офисные программы","4135","536","6","3","2",""
"office-outlook-profil-does-not-start.mdx","keep","Outlook профиль: не запускается после обновления","Офисные программы","4110","533","6","3","2",""
"office-outlook-profil-settings-reset.mdx","keep","Outlook профиль: сбрасывает настройки после перезапуска","Офисные программы","4141","532","6","3","2",""
"office-outlook-profil-slow-response.mdx","keep","Outlook профиль: работает заметно медленнее обычного","Офисные программы","4155","536","6","3","2",""
"office-outlook-profil-update-loop.mdx","keep","Outlook профиль: застревает в цикле обновления","Офисные программы","4153","538","6","3","2",""
"office-pdf-eksport-access-denied.mdx","keep","PDF экспорт: показывает отказ в доступе","Офисные программы","4119","537","6","3","2",""
"office-pdf-eksport-crash-on-open.mdx","keep","PDF экспорт: падает при открытии файла или проекта","Офисные программы","4115","536","6","3","2",""
"office-pdf-eksport-does-not-start.mdx","keep","PDF экспорт: не запускается после обновления","Офисные программы","4090","533","6","3","2",""
"office-pdf-eksport-settings-reset.mdx","keep","PDF экспорт: сбрасывает настройки после перезапуска","Офисные программы","4121","532","6","3","2",""
"office-pdf-eksport-slow-response.mdx","keep","PDF экспорт: работает заметно медленнее обычного","Офисные программы","4135","536","6","3","2",""
"office-pdf-eksport-update-loop.mdx","keep","PDF экспорт: застревает в цикле обновления","Офисные программы","4133","538","6","3","2",""
"office-powerpoint-crashes-after-update.mdx","keep","PowerPoint: вылетает после обновления","Офисные программы","4015","504","6","4","2",""
"office-powerpoint-high-cpu.mdx","keep","PowerPoint: нагружает процессор","Офисные программы","4067","514","6","4","2",""
"office-powerpoint-network-timeout.mdx","keep","PowerPoint: ошибка подключения или тайм-аут","Офисные программы","3926","495","6","4","2",""
"office-powerpoint-permission-denied.mdx","keep","PowerPoint: отказано в доступе","Офисные программы","3998","504","6","4","2",""
"office-powerpoint-prezentaciya-access-denied.mdx","keep","PowerPoint презентация: показывает отказ в доступе","Офисные программы","4174","537","6","3","2",""
"office-powerpoint-prezentaciya-crash-on-open.mdx","keep","PowerPoint презентация: падает при открытии файла или проекта","Офисные программы","4170","536","6","3","2",""
"office-powerpoint-prezentaciya-does-not-start.mdx","keep","PowerPoint презентация: не запускается после обновления","Офисные программы","4145","533","6","3","2",""
"office-powerpoint-prezentaciya-settings-reset.mdx","keep","PowerPoint презентация: сбрасывает настройки после перезапуска","Офисные программы","4176","532","6","3","2",""
"office-powerpoint-prezentaciya-slow-response.mdx","keep","PowerPoint презентация: работает заметно медленнее обычного","Офисные программы","4190","536","6","3","2",""
"office-powerpoint-prezentaciya-update-loop.mdx","keep","PowerPoint презентация: застревает в цикле обновления","Офисные программы","4188","538","6","3","2",""
"office-powerpoint-sync-failed.mdx","keep","PowerPoint: не синхронизируется","Офисные программы","3951","503","6","4","2",""
"office-powerpoint-wont-start.mdx","keep","PowerPoint: не запускается","Офисные программы","3935","499","6","4","2",""
"office-shablon-office-access-denied.mdx","keep","шаблон Office: показывает отказ в доступе","Офисные программы","4129","537","6","3","2",""
"office-shablon-office-crash-on-open.mdx","keep","шаблон Office: падает при открытии файла или проекта","Офисные программы","4125","536","6","3","2",""
"office-shablon-office-does-not-start.mdx","keep","шаблон Office: не запускается после обновления","Офисные программы","4100","533","6","3","2",""
"office-shablon-office-settings-reset.mdx","keep","шаблон Office: сбрасывает настройки после перезапуска","Офисные программы","4131","532","6","3","2",""
"office-shablon-office-slow-response.mdx","keep","шаблон Office: работает заметно медленнее обычного","Офисные программы","4145","536","6","3","2",""
"office-teams-vstrecha-access-denied.mdx","keep","Teams встреча: показывает отказ в доступе","Офисные программы","4129","537","6","3","2",""
"office-teams-vstrecha-crash-on-open.mdx","keep","Teams встреча: падает при открытии файла или проекта","Офисные программы","4125","536","6","3","2",""
"office-teams-vstrecha-does-not-start.mdx","keep","Teams встреча: не запускается после обновления","Офисные программы","4100","533","6","3","2",""
"office-teams-vstrecha-settings-reset.mdx","keep","Teams встреча: сбрасывает настройки после перезапуска","Офисные программы","4131","532","6","3","2",""
"office-teams-vstrecha-slow-response.mdx","keep","Teams встреча: работает заметно медленнее обычного","Офисные программы","4145","536","6","3","2",""
"office-teams-vstrecha-update-loop.mdx","keep","Teams встреча: застревает в цикле обновления","Офисные программы","4143","538","6","3","2",""
"onedrive-sync-pending-stuck-fix.mdx","keep","OneDrive завис на Sync pending: как исправить синхронизацию","Офисные программы","5974","837","7","4","2",""
"outlook-ne-otpravlyaet-pisma.mdx","keep","Outlook: не отправляет письма — как исправить","Электронная почта","3879","492","6","4","3",""
"outlook-ne-poluchaet-pisma-kak-ispravit.mdx","keep","Outlook не получает письма: как исправить проблему синхронизации","Электронная почта","3938","505","6","4","3",""
"outlook-ne-prinimaet-pisma.mdx","keep","Outlook: не принимает письма — как исправить","Электронная почта","3878","492","6","4","3",""
"outlook-ne-rabotaet-vlozhenie.mdx","keep","Outlook: не работает вложение — как исправить","Электронная почта","3879","492","6","4","3",""
"outlook-oshibka-parolya.mdx","keep","Outlook: ошибка пароля — как исправить","Электронная почта","3872","491","6","4","3",""
"outlook-oshibka-sertifikata.mdx","keep","Outlook: ошибка сертификата — как исправить","Электронная почта","3877","491","6","4","3",""
"outlook-pisma-popadayut-v-spam.mdx","keep","Outlook: письма попадают в спам — как исправить","Электронная почта","3881","493","6","4","3",""
"pc-slow-after-windows-update.mdx","keep","ПК тормозит после обновления Windows: как ускорить","Windows","4059","523","6","4","4",""
"photoshop-chernyy-ekran.mdx","keep","Photoshop: черный экран — как исправить","Дизайн и графика","3943","505","6","4","2",""
"photoshop-ne-otobrazhayutsya-shrifty.mdx","keep","Photoshop: не отображаются шрифты — как исправить","Дизайн и графика","3953","506","6","4","2",""
"photoshop-ne-sohranyaet-fayl.mdx","keep","Photoshop: не сохраняет файл — как исправить","Дизайн и графика","3948","506","6","4","2",""
"photoshop-ne-zapuskaetsya.mdx","keep","Photoshop: не запускается — как исправить","Дизайн и графика","3935","503","6","4","2",""
"photoshop-vyletaet-pri-eksporte.mdx","keep","Photoshop: вылетает при экспорте — как исправить","Дизайн и графика","3926","504","6","4","2",""
"pip-install-error-python.mdx","keep","Ошибки pip install в Python: исправление проблем","Программирование","4047","532","6","4","3",""
"postgresql-medlennyy-zapros.mdx","keep","PostgreSQL: медленный запрос — как исправить","Базы данных","3907","497","6","4","3",""
"postgresql-ne-prohodit-migratsiya.mdx","keep","PostgreSQL: не проходит миграция — как исправить","Базы данных","3911","498","6","4","3",""
"postgresql-ne-zapuskaetsya-posle-obnovleniya.mdx","keep","PostgreSQL: не запускается после обновления — как исправить","Базы данных","3912","497","6","4","3",""
"postgresql-not-starting-fix.mdx","keep","PostgreSQL не запускается: исправление ошибок в Ubuntu/Debian","Базы данных","8787","1091","6","4","4",""
"postgresql-oshibka-podklyucheniya.mdx","keep","PostgreSQL: ошибка подключения — как исправить","Базы данных","3909","497","6","4","3",""
"postgresql-povrezhden-indeks.mdx","keep","PostgreSQL: поврежден индекс — как исправить","Базы данных","3907","497","6","4","3",""
"power-tools-akkumulyator-instrumenta-battery-drains.mdx","keep","аккумулятор инструмента: быстро разряжает аккумулятор","Электроинструмент","4175","527","6","3","3",""
"power-tools-akkumulyator-instrumenta-does-not-start.mdx","keep","аккумулятор инструмента: не включается","Электроинструмент","4159","526","6","3","3",""
"power-tools-akkumulyator-instrumenta-low-power.mdx","keep","аккумулятор инструмента: потерял мощность под нагрузкой","Электроинструмент","4151","523","6","3","3",""
"power-tools-akkumulyator-instrumenta-overheats.mdx","keep","аккумулятор инструмента: перегревается при короткой работе","Электроинструмент","4176","527","6","3","3",""
"power-tools-akkumulyator-instrumenta-sparks-smell.mdx","keep","аккумулятор инструмента: искрит или пахнет гарью","Электроинструмент","4162","528","6","3","3",""
"power-tools-akkumulyatornaya-drel-battery-drains.mdx","keep","аккумуляторная дрель: быстро разряжает аккумулятор","Электроинструмент","4160","527","6","3","3",""
"power-tools-akkumulyatornaya-drel-chuck-slip.mdx","keep","аккумуляторная дрель: проворачивает патрон или оснастку","Электроинструмент","4145","527","6","3","3",""
"power-tools-akkumulyatornaya-drel-does-not-start.mdx","keep","аккумуляторная дрель: не включается","Электроинструмент","4144","526","6","3","3",""
"power-tools-akkumulyatornaya-drel-low-power.mdx","keep","аккумуляторная дрель: потерял мощность под нагрузкой","Электроинструмент","4136","523","6","3","3",""
"power-tools-akkumulyatornaya-drel-overheats.mdx","keep","аккумуляторная дрель: перегревается при короткой работе","Электроинструмент","4161","527","6","3","3",""
"power-tools-akkumulyatornaya-drel-sparks-smell.mdx","keep","аккумуляторная дрель: искрит или пахнет гарью","Электроинструмент","4147","528","6","3","3",""
"power-tools-bosch-drel-battery-drains.mdx","keep","Bosch дрель: быстро разряжает аккумулятор","Электроинструмент","4115","527","6","4","4",""
"power-tools-bosch-drel-chuck-slip.mdx","keep","Bosch дрель: проворачивает патрон или оснастку","Электроинструмент","4100","527","6","4","4",""
"power-tools-bosch-drel-does-not-start.mdx","keep","Bosch дрель: не включается","Электроинструмент","4099","526","6","4","4",""
"power-tools-bosch-drel-low-power.mdx","keep","Bosch дрель: потерял мощность под нагрузкой","Электроинструмент","4091","523","6","4","4",""
"power-tools-bosch-drel-overheats.mdx","keep","Bosch дрель: перегревается при короткой работе","Электроинструмент","4116","527","6","4","4",""
"power-tools-bosch-drel-sparks-smell.mdx","keep","Bosch дрель: искрит или пахнет гарью","Электроинструмент","4102","528","6","4","4",""
"power-tools-bosch-rotary-hammer-disconnects-randomly.mdx","keep","Bosch rotary hammer: самопроизвольно отключается","Электроинструмент","3609","445","6","4","4",""
"power-tools-bosch-rotary-hammer-driver-error.mdx","keep","Bosch rotary hammer: ошибка драйвера","Электроинструмент","3531","442","6","4","4",""
"power-tools-bosch-rotary-hammer-firmware-update-failed.mdx","keep","Bosch rotary hammer: ошибка обновления прошивки","Электроинструмент","3596","452","6","4","4",""
"power-tools-bosch-rotary-hammer-low-performance.mdx","keep","Bosch rotary hammer: низкая производительность","Электроинструмент","3579","445","6","4","4",""
"power-tools-bosch-rotary-hammer-not-detected.mdx","keep","Bosch rotary hammer: не определяется системой","Электроинструмент","3611","457","6","4","4",""
"power-tools-cirkulyarnaya-pila-battery-drains.mdx","keep","циркулярная пила: быстро разряжает аккумулятор","Электроинструмент","4140","527","6","3","3",""
